6.630848652656704673e-03,2.419880056441423011e-01,3.883302029797518207e-02,6.013124538057502966e-03,2.775983659709479467e-01
7.341558477138882856e-03,2.755008814451934129e-01,4.078745645682751997e-02,6.524708346349907678e-03,2.662631505351991112e-01
5.705843660404710457e-03,2.707351857295400843e-01,4.283847650559970827e-02,7.167911547785813138e-03,2.533730485694300483e-01
4.789531586791314841e-03,2.677474557665431854e-01,4.065672537180294033e-02,4.786020191253589559e-03,2.351498458640532974e-01
5.503168607850642338e-03,2.622038960966449617e-01,4.155776153365674241e-02,5.489437507372154496e-03,2.202017203383918875e-01
4.990373798639128125e-03,2.616035949428250351e-01,4.121164112420545172e-02,6.135702122492425747e-03,2.030637248882736501e-01
5.944465707871140515e-03,2.596624536484666845e-01,4.468296698999010136e-02,7.065452756789000234e-03,1.874956315461681899e-01
8.380099113399848768e-03,2.561976203354394688e-01,4.469629448213081890e-02,6.052185955040978449e-03,1.832318995564178599e-01
7.814101992703062494e-03,2.559420368424979997e-01,4.736075182791019134e-02,6.584915753673908217e-03,1.891287396001516408e-01
6.392610308246543700e-03,2.539838844888725466e-01,4.433715252349060276e-02,7.051673607488611120e-03,1.957997137821761990e-01
7.734616302233655351e-03,2.539792735451925632e-01,4.528259601688204572e-02,7.677330267611378808e-03,2.005840359711663634e-01
6.058786911032077935e-03,2.520169843413442856e-01,4.737230734044144131e-02,6.888850554267062117e-03,1.948978338140966993e-01
8.927159887911829614e-03,2.487918518881252206e-01,4.912148084958724986e-02,8.295189425452858395e-03,1.894756386398796233e-01
9.228495437480322555e-03,2.511746260130997555e-01,4.617041815893697249e-02,8.529158009345843769e-03,1.820770653191116084e-01
9.350531148243704238e-03,2.471256694620796723e-01,4.927627860814005889e-02,1.005935986657329438e-02,1.755749137174613395e-01
1.032343828439670486e-02,2.460795587400291529e-01,5.097781242794850037e-02,1.025275973629947469e-02,1.708900126543942966e-01
1.062156166977956846e-02,2.464186796373132593e-01,4.894652874995420594e-02,1.124562148242387594e-02,1.671503955323217494e-01
1.361538598246050773e-02,2.426070062676317918e-01,5.408285145884603184e-02,1.221984116889629317e-02,1.646586067304178502e-01
1.317550549834375223e-02,2.404656872325107997e-01,5.384725542440704088e-02,1.443708941497344467e-02,1.620908071501560022e-01
1.415166181232350821e-02,2.390210658538651500e-01,5.222030965767267274e-02,1.354431105446322545e-02,1.593301439112980444e-01
