4.219434662928128049e-02,6.025238405214337067e-01,2.018483491802974539e-01,4.666684861840841164e-02,1.974122453834645519e-01
4.695316410698181786e-02,8.635731837305998804e-01,8.651533151789720863e-03,4.407114335864689703e-02,1.597312903690943087e-01
9.812163101137878762e-02,5.302128486423483000e-01,1.205135029998688836e-02,9.867631837461675326e-02,2.125398012826757443e-01
1.295939731196407152e-01,3.243869022279481928e-01,1.534140866285817889e-02,1.335776533109284681e-01,1.915609217405643272e-01
1.538270629207568185e-01,6.436186396211968086e-02,1.820583475437858451e-02,1.531485969991657481e-01,1.742903758468448139e-01
1.459156708549601555e-01,7.438511945305989470e-02,3.401142734276031004e-02,1.420428219672655312e-01,2.055692291734458610e-01
1.301192152551546299e-01,1.006857566108248503e-01,3.516203772070815303e-02,1.297802990725487327e-01,2.226162516697965388e-01
1.437024107311253851e-01,1.221130970658000497e-01,5.541679144880211350e-02,1.476563905167687929e-01,2.384427391388958539e-01
1.545205611834777892e-01,1.237458391886996634e-01,6.684633402416791104e-02,1.600624890888912022e-01,2.233386119668938352e-01
2.158038427933813286e-01,1.265911933887595431e-01,8.663510171830138273e-02,2.172756299417393511e-01,1.476426940397307097e-01
2.193951347685683950e-01,1.025042727601093856e-01,1.058501863002014876e-01,2.633209745033290305e-01,2.018262227377076445e-01
2.316786382199897409e-01,6.595816355321286462e-02,1.278604627931252680e-01,2.195349746300482296e-01,1.864481954607943581e-01
2.469988625435979579e-01,6.274826956505814846e-02,1.392860924492824171e-01,2.436468237047810792e-01,2.134750109260751261e-01
2.255384131162627981e-01,7.352758224794500586e-02,1.294054921952692838e-01,2.408343948959522918e-01,2.192472636266410979e-01
2.480835449645890090e-01,1.070853939938986171e-01,1.665931106078769874e-01,2.400085180898911819e-01,1.989304508262984550e-01
2.258819246096724354e-01,6.543005416836990273e-02,1.400428561568433650e-01,2.366091830249618388e-01,1.644974825184656875e-01
2.322154870072389576e-01,4.810603078473116301e-02,1.737350236526019609e-01,2.415996717968338370e-01,2.147510814770213494e-01
2.156709278226270898e-01,5.989554160016340861e-02,1.695409338246871844e-01,2.015756080400215311e-01,1.830555653941967342e-01
2.119132789712318277e-01,5.892595189939587447e-02,1.734992865565778697e-01,2.111379587971838334e-01,1.870449892882201093e-01
2.125714410918386199e-01,6.202509665821523410e-02,1.808802936234367165e-01,2.094844309712014241e-01,2.022009241221774667e-01
