-9.545253135343847450e-01,-5.893517422842667886e-01,-8.277785739628333861e-01,-9.557006945072111792e-01,-2.035358842594678364e-01
-9.216564234139866807e-01,-3.946760889944932460e-01,-9.885731824431959192e-01,-9.251678662640051565e-01,7.397381244777223412e-03
-8.180638106971583889e-01,-7.712047905978138829e-01,-9.844818157677502901e-01,-8.242567428050538991e-01,1.773033727165043705e-01
-6.928240634498271655e-01,-8.255395487727092974e-01,-9.800868388675273435e-01,-7.012285762208262385e-01,3.261303847568985392e-01
-5.449479954728775333e-01,-8.509183486121749684e-01,-9.731031493554074263e-01,-5.492455787327569228e-01,4.045785953463534312e-01
-4.065268419408140654e-01,-7.998575264953441399e-01,-9.624788761950946459e-01,-4.013931255120918307e-01,3.419497627397338757e-01
-3.211633387397167527e-01,-7.081111692586246065e-01,-9.525477520604593851e-01,-3.183108331174573924e-01,1.589765077517410474e-01
-2.638259824829393141e-01,-6.410236272302728411e-01,-9.358437010459379479e-01,-2.573899274842750273e-01,-1.748478521010903702e-02
-1.430077531885969311e-01,-4.965296660176759524e-01,-9.187912777760881555e-01,-1.519114469809762780e-01,-9.094526212171982760e-02
-5.857432632612834256e-02,-3.525633944203127590e-01,-8.695255309903543450e-01,-5.607411353858762076e-02,-1.163656527561800352e-01
8.023053098878915601e-02,-2.493013511272639260e-01,-8.187244860424065518e-01,7.988415057990055912e-02,-1.106263021419813947e-01
1.943108386953275313e-01,-1.214371042013842883e-01,-8.025577515066361078e-01,1.954193552478856455e-01,-5.847255729698030285e-02
2.732921835956838019e-01,-3.968964229942113092e-02,-7.441263210125358407e-01,2.587430797097284851e-01,-2.487024247234380023e-02
3.249508162948800960e-01,7.324686782626488313e-03,-7.033326009527675060e-01,3.103313785430393268e-01,-6.376245584636985094e-04
4.080419752753928209e-01,-9.336488477894547278e-03,-6.450267023766775853e-01,4.369852673190623427e-01,1.040836473973828259e-02
5.036212779202927647e-01,-5.046875695138899713e-03,-6.459908592908961689e-01,4.772817197602681194e-01,1.833360910208505293e-02
5.219472208751536613e-01,4.303257223685982846e-02,-5.945231072864731736e-01,5.199828883948764968e-01,1.235467064814914015e-02
4.983461661547344823e-01,8.627789241611934223e-02,-5.162752018325148518e-01,4.932526063147581463e-01,1.220359095990538288e-02
5.334625094071788753e-01,1.128919994792401266e-01,-5.644942443208146310e-01,5.180135927853318778e-01,2.928570733130166776e-02
5.203575746839224081e-01,1.198170781101702692e-01,-5.185699362819810032e-01,5.368809737742434862e-01,3.463153047070943041e-02
